x,y,z,w,v
59.90030097590452,46.29431027445324,52.65925421845168,27,100.51085249218828
58.1367290212788,47.738071041937275,30.700151342898607,19,66.22094892058529
46.04846106199371,38.52545597914465,5.120926629751921,59,6.245419091116762
37.84054750149972,30.424116032743047,2.7123609324917197,17,154.70604756979202
51.14523849131162,38.60338686104935,5.139273451641202,56,3.246161457823336
39.67713660372831,32.93481614663035,85.87109192740172,51,100.64531065772722
38.0792130748482,31.36721512095791,69.30881165899336,93,133.86452142665738
57.8715768342994,,11.094316560775042,1,59.170635576629145
51.22603069873531,42.07881463434737,93.4867731994018,28,5.634859167925893
43.806591718995534,37.523466550244066,56.2800214625895,92,37.03811353088898
47.13539591222472,38.85538668409312,29.52086783479899,45,15.068471944472398
67.5139138783166,54.23719676580845,29.592951526865363,10,310.67160958426354
51.691607817240325,41.230245247055805,82.19508074689656,13,12.316465336563029
46.7211907429468,36.941262206972475,16.343746590428054,66,7.469213246780335
50.85068535895156,42.14268482679184,39.29457871709019,13,7.997709368136649
45.70318055017505,38.442161219182445,90.8164479304105,21,20.54130836930711
40.06308155408011,33.09231505878361,29.149211617186666,27,95.47434571966323
46.81084621820737,39.89149831799528,16.386616230010986,17,11.389984846350966
42.03129235229504,34.555717833428105,39.851358463056386,33,71.41312957019728
49.65031979561987,40.166745556402724,23.54070085566491,32,-3.9021191292458894
39.262276024663265,32.38475180090472,31.422443594783545,12,111.57461235839303
38.03452171457283,29.82726775842573,71.20498463045806,92,149.40666135489255
49.771548950397026,41.51911599458538,89.45060151163489,45,-7.015891299431681
50.42244675720708,40.56626804177755,98.44910413958132,49,7.368104799369123
44.97182905665703,34.32397000298732,50.654260255396366,68,30.49849003981824
72.10138067435447,59.445923208081894,59.938921174034476,35,487.40916219765376
64.6557532258563,52.3543072591162,32.93313514441252,85,207.8229949419952
34.73853891200757,28.922653315895413,95.59418882708997,88,232.23714837576463
37.26717093858998,27.55211567193001,29.098459100350738,44,163.50021417416573
58.498456107761925,47.63054933270047,51.78047788795084,44,71.60431448837966
41.74904204423379,31.63746099347493,50.45972263906151,27,68.68945463996754
45.97032041668662,34.29507920077259,14.817733434028924,95,7.624281340810658
48.3079829639909,40.25474067843819,5.673493118956685,37,-2.5428842850068625
55.67809306782142,45.79301789378511,66.12005271017551,80,33.216905744698614
42.84347467483586,32.2541601979964,5.9574187733232975,26,54.65866451636325
53.951593980943144,42.645094139077,33.78371817525476,28,22.277123887779773
61.05108380606031,47.6721341805317,51.83602897450328,86,130.83338657181554
56.50229397872614,45.17197782641398,75.02505776938051,55,46.02536795764591
68.21403269720469,55.904034648606334,30.871873791329563,63,335.1093870606418
57.73224685671712,48.085162970088206,41.32450809702277,34,60.44485373108611
67.5608252566633,52.30296052282485,28.674007579684258,97,308.1154814796248
57.1898056220483,46.82599304919958,18.588977749459445,85,59.74447961289979
42.87217699956645,36.26381896486716,67.52535346895456,42,49.661513865272134
48.16955878530167,36.87360758113119,9.75612427573651,12,0.8576360586003644
57.51938793586072,43.679563572250075,27.026852197013795,70,51.934645297232194
72.15721911453164,56.95117276249817,9.978373441845179,63,485.73838590898634
45.48797035346218,36.48562208717458,48.810405493713915,59,12.539979225296701
58.7682491051279,44.80856487638422,3.3156846882775426,34,71.68526808547568
61.11142676597315,48.097221244220385,64.91424913983792,3,128.1580137486719
52.84779772369783,42.3036142266645,13.810825953260064,8,13.561039267965157
60.17836891603376,50.400613348882274,17.54172646906227,14,104.64156445670075
48.14051460477523,36.687407648911694,65.98869429435581,60,4.566296136681247
56.82842095594533,43.21198231919786,95.75204411521554,58,42.30623906194308
47.337684560733145,36.625325330619326,86.27759760711342,46,0.7408663214047904
53.30913851614239,40.58461128939233,13.634757627733052,100,5.18363767801115
51.4627774476402,42.041554205155194,15.835869894362986,98,8.724412428461243
47.08133049662747,37.39488816544087,48.51784058846533,25,8.505434214361633
44.563864503848485,34.408798341621555,50.3966169198975,4,32.868628122296634
56.70332888713341,46.91304133638182,5.375765776261687,59,45.91319199521889
48.61475830204397,39.277741403360544,1.629917323589325,71,-8.006994117234191
49.46488017359852,41.72751203457163,27.901524654589593,62,8.33877417072075
42.55353678122616,33.752918302453956,46.834466280415654,76,47.87645017069233
68.85551719395278,54.9808582693232,0.8258064510300756,91,346.7752754100514
54.155655545147376,43.87509635600244,85.1928215008229,67,26.953844026833742
79.71635991514157,65.32937505477078,15.931236045435071,9,892.9211127973618
51.37538394309749,42.4807507111779,32.76294569950551,84,0.9668360302483034
49.748892908185766,39.17142261571516,72.4616467487067,5,-7.176473843468264
47.74771315310092,40.57047029051138,40.954738785512745,80,9.862358727061082
47.05251880385178,38.10415247701452,89.94627008214593,47,6.31436356793159
54.37943750675566,43.650295376571144,99.58479362539947,17,21.070513165352743
49.097660629535994,39.75991827230228,83.4808423416689,39,2.591025896830417
50.107971759566944,41.127585039004984,56.67633747216314,55,2.6164277417005066
45.29226938752558,34.21163882474309,90.95890722237527,0,12.85605882456639
49.316645294119716,36.96154438642347,40.571363805793226,83,-2.6191605599054815
43.82401206043771,35.69002889987818,58.96245646290481,85,39.74358761431599
50.08454183761793,38.54066716906852,13.516785437241197,71,4.659576447579553
60.03852946160862,48.512503628161085,33.82245562970638,67,110.3489146551942
64.49619158752105,51.63934893160188,91.74828161485493,23,203.1545936860782
63.5837175013356,48.47321721866527,65.17938969191164,60,194.2918797044497
56.64044106347188,44.34368470192462,51.24709706287831,39,38.43325224229544
53.03034329867692,42.477012890338926,36.452544620260596,45,2.7077685112509737
61.600946787725476,51.22349911828846,58.731876336969435,86,133.4569706389581
55.787176856829305,45.25801971997134,40.87574649602175,17,23.599674659180458
40.26114511578846,30.334468179488844,64.90471137221903,28,85.70531706019648
50.07267961087693,38.63409115267963,27.878046897239983,62,-3.1906364493263686
54.32383662348974,41.38058270861125,19.940662872977555,34,26.38923189488325
57.817719032481584,47.06092500571631,61.2065787659958,75,69.92329500816439
47.324079006546604,38.225869043299525,17.383278580382466,3,14.309531458940622
45.67578994432085,38.92124382053944,52.58665147703141,68,19.18649616090028
51.702038818738835,43.46223127571974,38.79923108033836,71,3.6207190905748194
40.87210759226786,33.422341698759006,87.15840915683657,89,78.0849276357422
55.677533294582595,44.90035370871115,40.866709826514125,100,26.668164283699305
27.037481131913896,19.736028617999935,33.89661004766822,77,527.8172637846413
59.58645574382589,47.362193567312055,34.85309125389904,75,87.73054627729904
46.62968074536208,36.69300389927832,11.795201199129224,95,2.2326836014082208
50.21668587087103,42.053626487757334,18.97472133859992,85,-5.561920656553787
47.600828105971736,37.55482066355948,5.248480755835772,38,5.394381584496407
52.5099876542717,40.65671102976626,12.447572615928948,19,10.083175930007759
76.1212480445989,59.6265528248169,70.6430091522634,51,688.7751558411097
49.35037553646467,41.64002369496677,22.652275254949927,13,-9.36285655098394
56.05018872084456,45.514483049634,68.80412583705038,80,26.89951224673043
49.45747721112851,37.45485271480163,27.43329124059528,90,10.131804206881341
43.18371644515251,32.24487446396005,92.61689356062561,34,55.510586686134836
53.908394195939586,42.0383481288211,6.893405108712614,64,16.1523653853892
48.49125687691816,40.70555938352805,68.46344026271254,63,0.6257284748969925
42.3882302112764,36.10414057951445,19.910577964037657,23,60.06914324735626
49.98762356600622,39.250509048952836,42.90312840603292,73,-8.388110318589241
63.831392892475215,,85.46402349602431,49,196.8707769277879
44.098479448858086,33.75211927665837,97.89059031754732,93,33.47903313340655
57.328332821241965,47.69040106473261,27.089794911444187,49,59.67158918660572
56.58535989215571,43.07757347248474,94.87656217534095,74,42.56541684080139
36.18707145406479,27.485383811075884,2.963351202197373,71,183.90556544181422
35.842569544328306,29.840723634231036,54.95331031270325,45,197.13911594819166
55.48431228536349,46.25059012098931,73.97095072083175,67,29.706866503662386
54.27036052098864,42.97141981982174,41.11572988331318,29,21.826607572447116
49.642075485587824,40.01622683320437,98.84874629788101,87,8.243971383193454
56.008261972627096,43.56676670433652,6.04851299431175,61,26.474833562527046
37.236269767699426,28.152647699891133,38.3085910230875,97,162.54013507089647
61.2847658744154,50.65100129435416,36.502322484739125,25,118.51790925202458
64.81847982297916,50.61740360173981,61.62991710007191,64,215.08593560418734
66.32604110577093,53.12296368716058,91.28624198492616,41,275.703796046524
58.655414391414624,48.59987311660379,24.28112661000341,11,81.69775001792642
54.05891043960708,42.58120612972517,53.47429160028696,4,12.230600014769863
67.77120295855303,52.69881045656535,8.598905126564205,88,311.53855329063333
53.33351567747234,41.68956789825056,20.749385026283562,22,19.021508420819227
63.357262192722104,49.06157067522196,57.69554148428142,46,180.27459611369213
46.679828115267306,38.14367834720284,21.71149840578437,69,17.232529320593848
37.17100537883738,31.604732827804355,9.970607748255134,53,169.70263498264237
30.543090150464252,25.89411615324648,47.625601128675044,23,380.9659475176911
65.66826446832914,50.88781250087591,0.22182888351380825,83,251.25629473084666
34.64912134853981,29.252161593570168,46.26599904149771,13,231.37004067694772
68.19991829931624,54.52810989305101,85.83050407469273,92,335.30815360869036
40.86057720398408,32.7210407609669,62.21731978002936,28,92.90554795213997
65.80056231451029,54.11789022138934,7.009969372302294,30,249.98017915532498
69.8095867383518,57.40742779471842,99.39469760283828,81,399.6025981316235
57.570941689299076,43.76597925540293,36.83373297099024,20,62.103672435935096
48.03879237807692,37.41869215563395,2.0757693331688643,14,-2.3600725366707884
60.157952277299195,50.117237340952975,74.40247451886535,22,99.82367663882287
56.08797394073889,46.381360500701476,83.76729968003929,70,41.446326996100964
35.17211877565494,30.436477749136372,15.76917632482946,56,226.30740670171326
65.70573489214675,50.98418257598139,19.82064051553607,51,254.41385833047377
38.48766102070478,31.3708430509476,38.63089682999998,13,135.12700997174926
35.87964397274807,27.174102922217266,24.29258362390101,94,207.3747055850523
45.36283570289553,34.9342839136268,26.2692786520347,69,20.95577565524422
50.92281358469931,42.71244571969623,51.07190751004964,65,-6.812122644097412
49.967408314492765,38.63859877137,21.915910067036748,48,-1.9293995314702685
39.27872789835468,31.39931601624306,74.29699036292732,13,105.42464270549128
47.60973361681277,39.97727488968198,63.001598976552486,42,8.39160924965569
50.549059666921465,42.0630088752099,51.51849209796637,61,-2.845428340378819
49.506116427147134,38.23971201438742,37.13231252040714,46,-7.046907873105652
40.24513337588918,31.295721138148032,24.286202900111675,78,86.02276658881318
56.50279650714933,43.1432700680102,56.27774395979941,12,36.00053078316354
50.305420545427054,41.58988200321527,57.16726460959762,49,6.585953578332823
48.910550692917795,41.271238506153615,93.38205591775477,77,7.2092971003809545
35.018356736825766,30.0737088582158,71.42752190120518,48,225.40827076518354
51.45010226386215,40.74070532673849,99.47117322590202,88,6.775961151018846
44.680152945089716,33.77732751857274,5.431741569191217,43,23.914684063041022
56.10613925923522,47.05497407554406,33.690073201432824,61,33.91738994019398
64.87525391242806,50.98114850322243,18.03981044795364,10,221.13335109123656
52.532231259583654,44.16695106463892,63.354371511377394,74,2.1416411626767218
32.783556775694535,24.042684910477558,4.424115130677819,7,292.1589439935182
46.146409724156044,39.23145938069869,47.96902881935239,47,12.368648585607772
45.39085821166609,34.617300456199594,7.957864366471767,3,15.05137321942098
50.66082813091534,40.05475908248838,75.46408635098487,11,-6.266785941717382
47.5922475537249,36.08161519610034,96.69624774251133,58,15.784240469743246
39.592819252895,33.158613674598406,67.00874543748796,18,116.60355596710713
54.38261820937986,44.50199910768132,21.288163983263075,18,22.4832408965419
57.35814920388423,47.914645098339996,36.121354601345956,40,52.10947412722983
60.58353660692242,48.23145683207561,4.368259059265256,15,103.89359823472616
51.85814766111022,42.720514455224816,73.89973737299442,47,6.508983303777596
60.097286475983296,47.730467777967704,51.18203132878989,97,107.63140990216341
38.94092296664571,33.07143052090865,95.63684584572911,57,131.39612777159823
45.297391010003366,34.23376692940274,15.77266666572541,54,15.035860495369821
63.74803708516944,50.82749252719766,45.205310615710914,25,184.62456634643038
41.800999120567695,33.29392394758072,7.203507027588785,16,75.75525880599929
